"pt","NB_km","NB_ipcw","bias_km","bias_ipcw","ci_km_lower","ci_km_upper","ci_ipcw_lower","ci_ipcw_upper","NB_True","cover_km","cover_ipcw"
0.01,0.407362840499117,0.403560762698219,-0.0136945980748749,-0.00989252027397614,0.361506803207999,0.447246000253993,0.359750408769677,0.443971264830813,0.393668242424242,TRUE,TRUE
0.05,0.380588830658734,0.37740907448433,-0.00939583065873395,-0.0062160744843302,0.336394075223557,0.422230222633841,0.331293077099699,0.419721106819516,0.371193,TRUE,TRUE
0.1,0.354786194676467,0.350813554830624,-0.00794030578757776,-0.00396766594173464,0.309148735583642,0.39582486346878,0.304433015143922,0.392741020350706,0.346845888888889,TRUE,TRUE
0.25,0.282509100483922,0.284519132044661,0.00502889951607849,0.00301886795533884,0.236860025017805,0.327547810325851,0.238623132171031,0.329557447451502,0.287538,TRUE,TRUE
0.5,0.220074365801679,0.221272698754209,-0.007742365801679,-0.00894069875420875,0.171738681609009,0.264319143693985,0.172535072950495,0.26551263355882,0.212332,TRUE,TRUE
0.75,0.131367686574233,0.129303111013798,0.0162643134257666,0.0183288889862023,0.0928953698483471,0.171199673230691,0.0902112049569114,0.167536312861186,0.147632,TRUE,TRUE
0.01,0.406929026712065,0.405075277534184,-0.0132607842878228,-0.0114070351099417,0.368626571908636,0.446785772548953,0.366230458130809,0.442716727374424,0.393668242424242,TRUE,TRUE
0.05,0.383939409040371,0.385091419979238,-0.0127464090403711,-0.013898419979238,0.343501846201843,0.423684101486473,0.344418576830401,0.422830876791008,0.371193,TRUE,TRUE
0.1,0.35947690670243,0.360896529242391,-0.0126310178135415,-0.0140506403535026,0.317620562074435,0.399246692131212,0.320582353407194,0.399449638744942,0.346845888888889,TRUE,TRUE
0.25,0.293534446472094,0.293002799863744,-0.00599644647209369,-0.00546479986374443,0.248144526043479,0.332837089965189,0.24874384301554,0.332003057785064,0.287538,TRUE,TRUE
0.5,0.209682851274967,0.20973594815959,0.00264914872503347,0.00259605184041026,0.167125975992604,0.247218694760361,0.16607592545468,0.247987359980126,0.212332,TRUE,TRUE
0.75,0.11075258890337,0.117983884496292,0.0368794110966306,0.0296481155037084,0.0631561844327592,0.155055872060038,0.0758686734135309,0.158699944806786,0.147632,TRUE,TRUE
0.01,0.401808615973807,0.397265811274636,-0.00814037354956493,-0.00359756885039336,0.366734612406496,0.444745175763021,0.360359654210627,0.437187588706621,0.393668242424242,TRUE,TRUE
0.05,0.370760513232153,0.370567040421149,0.000432486767847351,0.000625959578850921,0.334834591237573,0.413663256833726,0.333962900826466,0.412943698508245,0.371193,TRUE,TRUE
0.1,0.348775644911145,0.34911445135425,-0.0019297560222557,-0.00226856246536128,0.3128913026744,0.392426918284324,0.313457097163103,0.392055328798882,0.346845888888889,TRUE,TRUE
0.25,0.293809898753046,0.295349839844351,-0.00627189875304629,-0.00781183984435113,0.255924470125269,0.336306389135365,0.258511595152098,0.337606532709283,0.287538,TRUE,TRUE
0.5,0.230593538004333,0.231421854588302,-0.0182615380043333,-0.0190898545883019,0.193755290443798,0.275584183538232,0.195890644103838,0.275934363946108,0.212332,TRUE,TRUE
0.75,0.167479365079365,0.16517751407084,-0.0198473650793651,-0.0175455140708403,0.129643278327833,0.208344258639911,0.122848387819981,0.210301780000196,0.147632,TRUE,TRUE
0.01,0.363416830892619,0.365535747857386,0.030251411531623,0.0281324945668563,0.326680648036818,0.398742176870838,0.328638744593567,0.399847791455321,0.393668242424242,TRUE,TRUE
0.05,0.346349127279697,0.346215852392867,0.0248438727203026,0.0249771476071325,0.308592357207023,0.382605515535194,0.309166474298009,0.380605489877168,0.371193,TRUE,TRUE
0.1,0.322757430811136,0.321468401223571,0.0240884580777526,0.0253774876653181,0.286471476859402,0.359594616449309,0.283141361593077,0.358446132920516,0.346845888888889,TRUE,TRUE
0.25,0.247558917390112,0.24366079132307,0.0399790826098876,0.04387720867693,0.209276205078001,0.286797849356632,0.203865549633526,0.282185345042208,0.287538,FALSE,FALSE
0.5,0.175261602349031,0.17429662839207,0.0370703976509688,0.03803537160793,0.135605278245794,0.21849851072533,0.133741845683716,0.219381331132929,0.212332,TRUE,TRUE
0.75,0.112224109861378,0.101748537132306,0.0354078901386219,0.0458834628676941,0.0659609752870986,0.158717666217023,0.049275694452336,0.153453709708463,0.147632,TRUE,TRUE
0.01,0.433674716857542,0.437180583248484,-0.0400064744332998,-0.0435123408242414,0.392957652822033,0.473957406835198,0.394759575730979,0.477152094684669,0.393668242424242,TRUE,FALSE
0.05,0.413613528267518,0.415206314177118,-0.0424205282675178,-0.0440133141771176,0.371459241129216,0.456350328042081,0.370811368634069,0.455992298864869,0.371193,FALSE,TRUE
0.1,0.393925329306249,0.394292836879497,-0.0470794404173597,-0.0474469479906082,0.349915663901203,0.437043841424446,0.349691798009838,0.437196891269541,0.346845888888889,FALSE,FALSE
0.25,0.324280948982096,0.32852842644813,-0.0367429489820958,-0.0409904264481301,0.279546211457248,0.36790644193419,0.282020035739841,0.369174281967851,0.287538,TRUE,TRUE
0.5,0.26536580635063,0.26836356928263,-0.0530338063506304,-0.05603156928263,0.223813995720891,0.308129163931336,0.224523662824342,0.314115176141804,0.212332,FALSE,FALSE
0.75,0.201462372539679,0.199541667241154,-0.0538303725396789,-0.0519096672411541,0.161082361652301,0.242260806789577,0.154381008001466,0.245438643047929,0.147632,FALSE,FALSE
0.01,0.411107672759664,0.410224989015093,-0.0174394303354212,-0.0165567465908507,0.369947029205547,0.449620309410971,0.36916711930603,0.447818678489765,0.393668242424242,TRUE,TRUE
0.05,0.390866651308272,0.38784416321758,-0.0196736513082718,-0.0166511632175799,0.350083000135951,0.433356727631111,0.345818167447231,0.427912983941214,0.371193,TRUE,TRUE
0.1,0.372949320928352,0.371568151604939,-0.0261034320394632,-0.02472226271605,0.330653761264139,0.416701394858641,0.330098868028788,0.413573647285918,0.346845888888889,TRUE,TRUE
0.25,0.321244666935183,0.322310700902004,-0.0337066669351833,-0.0347727009020044,0.283137000075198,0.364452615934773,0.282218790083115,0.365380756538597,0.287538,TRUE,TRUE
0.5,0.257876845232563,0.260461756707053,-0.0455448452325628,-0.0481297567070526,0.218589829528769,0.299959328334055,0.220259782831233,0.302557678330001,0.212332,FALSE,FALSE
0.75,0.185641077858207,0.183851617295299,-0.0380090778582071,-0.0362196172952988,0.149876176215842,0.221611098645932,0.142054799088982,0.224534540606241,0.147632,FALSE,TRUE
0.01,0.369691473485194,0.365679456184381,0.0239767689390482,0.0279887862398611,0.335014311220939,0.407573921646391,0.330595988449087,0.40301966781504,0.393668242424242,TRUE,TRUE
0.05,0.345876625309142,0.342736188073298,0.0253163746908585,0.0284568119267023,0.308476718084691,0.383798447541855,0.306105232065674,0.380307468477466,0.371193,TRUE,TRUE
0.1,0.324414460171,0.319804206370064,0.0224314287178892,0.0270416825188252,0.28718800461093,0.363145277879379,0.281972494380978,0.356419371322759,0.346845888888889,TRUE,TRUE
0.25,0.270108660428241,0.263718891648575,0.0174293395717589,0.0238191083514246,0.227852637170454,0.312791841404698,0.222027794776663,0.303943744064367,0.287538,TRUE,TRUE
0.5,0.198860395555404,0.198049004402821,0.0134716044445965,0.0142829955971785,0.158760113990081,0.24326595045206,0.158979975930847,0.240660342513564,0.212332,TRUE,TRUE
0.75,0.135072015013665,0.129064030960793,0.0125599849863354,0.018567969039207,0.0808215452826631,0.178626572890351,0.0807479785070334,0.171039631478134,0.147632,TRUE,TRUE
0.01,0.392739393895585,0.390450691229622,0.000928848528657544,0.00321755119461997,0.352537306377841,0.435970156878037,0.351058112105343,0.431601656701926,0.393668242424242,TRUE,TRUE
0.05,0.368372680371699,0.366066699597856,0.00282031962830126,0.00512630040214351,0.32848286911322,0.411454756869626,0.326654260183023,0.408156976000835,0.371193,TRUE,TRUE
0.1,0.345188590661831,0.342399662027193,0.00165729822705751,0.00444622686169571,0.30491754708702,0.391492858386085,0.301850652646183,0.387483208120767,0.346845888888889,TRUE,TRUE
0.25,0.295635804234401,0.292265718719196,-0.00809780423440071,-0.00472771871919636,0.256074229462708,0.343005004479213,0.250688673664715,0.339556358859173,0.287538,TRUE,TRUE
0.5,0.199055600899611,0.193876287179555,0.0132763991003892,0.0184557128204448,0.158396421595667,0.240508329634279,0.152330306301637,0.236027327958821,0.212332,TRUE,TRUE
0.75,0.138393581848759,0.130595293245702,0.00923841815124138,0.0170367067542986,0.099512099008204,0.179442714973236,0.0864559322821122,0.17572249276846,0.147632,TRUE,TRUE
0.01,0.421876323031213,0.418987699345935,-0.0282080806069704,-0.0253194569216922,0.380952993859263,0.467125218807236,0.379999705443407,0.462940703681273,0.393668242424242,TRUE,TRUE
0.05,0.393951740749043,0.392464774652888,-0.0227587407490427,-0.0212717746528881,0.354395222038339,0.440956479437861,0.352152920838272,0.438234803712644,0.371193,TRUE,TRUE
0.1,0.36349318945283,0.362104920753653,-0.016647300563941,-0.0152590318647636,0.324060898959029,0.409711680715396,0.32211622686089,0.404813046445686,0.346845888888889,TRUE,TRUE
0.25,0.30380351515636,0.300527254463128,-0.0162655151563604,-0.0129892544631277,0.262152143074611,0.34852973070741,0.257521827999571,0.342555132198939,0.287538,TRUE,TRUE
0.5,0.228091293391119,0.227926001450274,-0.0157592933911193,-0.0155940014502743,0.191063928936272,0.270206203654774,0.189221828158746,0.268772168123445,0.212332,TRUE,TRUE
0.75,0.151442017343273,0.153363858664373,-0.00381001734327271,-0.0057318586643732,0.109595803246236,0.197721978933616,0.111761208169035,0.19950800741879,0.147632,TRUE,TRUE
0.01,0.391890790057502,0.389677595274008,0.00177745236674043,0.00399064715023428,0.353645038383654,0.433502465517422,0.352097783315201,0.429609902621161,0.393668242424242,TRUE,TRUE
0.05,0.373470980782716,0.372363254798518,-0.00227798078271552,-0.00117025479851818,0.336165653246245,0.416327926751813,0.332603206295465,0.414174794784577,0.371193,TRUE,TRUE
0.1,0.351329078775908,0.351021896584144,-0.00448318988701907,-0.00417600769525539,0.312252172342165,0.393690606479438,0.310208618463625,0.392740845761492,0.346845888888889,TRUE,TRUE
0.25,0.282802019101156,0.284513870894893,0.00473598089884447,0.00302412910510663,0.240958266016821,0.326455670551006,0.242455424461181,0.329712661108896,0.287538,TRUE,TRUE
0.5,0.211555148077115,0.212274685433434,0.000776851922885152,5.73145665660191e-05,0.16811588027354,0.259767289121314,0.165792631133429,0.258491233358269,0.212332,TRUE,TRUE
0.75,0.15717179389172,0.160128953185362,-0.00953979389171952,-0.0124969531853615,0.116309585431059,0.203421141629021,0.11503010051355,0.208385617233817,0.147632,TRUE,TRUE
0.01,0.36308466571884,0.363437248449669,0.0305835767054026,0.0302309939745736,0.325364602619282,0.400173124224615,0.324554528280009,0.399817487160524,0.393668242424242,TRUE,TRUE
0.05,0.338728468632707,0.339126626255383,0.0324645313672927,0.0320663737446165,0.297909253879529,0.37766420701067,0.300450393777862,0.378523572953454,0.371193,TRUE,TRUE
0.1,0.322248396306121,0.320442701192426,0.0245974925827674,0.0264031876964625,0.281570144215006,0.362552460546298,0.280231134564038,0.359406831923777,0.346845888888889,TRUE,TRUE
0.25,0.286420504781049,0.282840725658229,0.00111749521895066,0.00469727434177059,0.244586552022504,0.323374871394792,0.242154831468474,0.323758600298837,0.287538,TRUE,TRUE
0.5,0.207974593173266,0.208147787514435,0.00435740682673361,0.00418421248556472,0.169700721381059,0.246096373089877,0.168220078279313,0.248404295952253,0.212332,TRUE,TRUE
0.75,0.16063462820271,0.163959125157776,-0.0130026282027096,-0.0163271251577763,0.129890280618935,0.193689436675836,0.130073871812884,0.19997778293659,0.147632,TRUE,TRUE
0.01,0.383336643598596,0.376980648787104,0.0103315988256469,0.0166875936371387,0.348440394290848,0.421371073310978,0.342152244119528,0.413153533206332,0.393668242424242,TRUE,TRUE
0.05,0.355534324495163,0.352327318427826,0.0156586755048374,0.0188656815721742,0.319197507148028,0.393895500591897,0.314718511378451,0.390026159572769,0.371193,TRUE,TRUE
0.1,0.316879949841803,0.313497117247475,0.0299659390470863,0.033348771641414,0.280818278854777,0.355308162720757,0.276976735488258,0.352701796519697,0.346845888888889,TRUE,TRUE
0.25,0.255495757786488,0.250059802242906,0.0320422422135118,0.0374781977570944,0.219714586843299,0.297969707054143,0.211363194730215,0.291228784408915,0.287538,TRUE,TRUE
0.5,0.193463281750199,0.189760120625504,0.0188687182498005,0.0225718793744961,0.155707830530333,0.234639667497753,0.150707634805104,0.229566934288646,0.212332,TRUE,TRUE
0.75,0.142724561283579,0.13821624299216,0.00490743871642108,0.00941575700783992,0.104538834059615,0.180290879820601,0.097959129449473,0.176374824332745,0.147632,TRUE,TRUE
0.01,0.398079298916054,0.396789403388377,-0.00441105649181123,-0.00312116096413428,0.360854158014166,0.43722103522862,0.359199886488903,0.43614421580977,0.393668242424242,TRUE,TRUE
